z,v
𣗐,14
𣗑,14
𣗒,14
𣗓,14
𣗔,14
𣗕,14
𣗖,14
𣗗,14
𣗘,14
𣗙,14
𣗚,14
𣗛,14
𣗜,14
𣗝,14
𣗞,14
𣗟,14
𣗠,14
𣗡,14
𣗢,14
𣗣,14
𣗤,14
𣗥,14
𣗦,14
𣗧,14
𣗨,14
𣗩,14
𣗪,14
𣗫,14
𣗬,14
𣗭,14
𣗮,14
𣗯,14
𣗰,14
𣗱,14
𣗲,14
𣗳,14
𣗴,14
𣗵,14
𣗶,14
𣗷,14
𣗸,14
𣗹,14
𣗺,14
𣗻,14
𣗼,14
𣗽,14
𣗾,14
𣗿,14
𣘀,14
𣘁,14
𣘂,14
𣘃,14
𣘄,14
𣘅,14
𣘆,14
𣘇,14
𣘈,14
𣘉,14
𣘊,14
𣘋,14
𣘌,14
𣘍,14
𣘎,14
𣘏,14
𣘐,14
𣘑,14
𣘒,14
𣘓,14
𣘔,14
𣘕,15
𣘖,15
𣘗,15
𣘘,15
𣘙,15
𣘚,15
𣘛,15
𣘜,15
𣘝,15
𣘞,15
𣘟,15
𣘠,15
𣘡,15
𣘢,15
𣘣,15
𣘤,15
𣘥,15
𣘦,15
𣘧,15
𣘨,15
𣘩,15
𣘪,15
𣘫,15
𣘬,15
𣘭,15
𣘮,15
𣘯,15
𣘰,15
𣘱,15
𣘲,15
𣘳,15
𣘴,15
𣘵,15
𣘶,15
𣘷,15
𣘸,15
𣘹,15
𣘺,15
𣘻,15
𣘼,15
𣘽,15
𣘾,15
𣘿,15
𣙀,15
𣙁,15
𣙂,15
𣙃,15
𣙄,15
𣙅,15
𣙆,15
𣙇,15
𣙈,15
𣙉,15
𣙊,15
𣙋,15
𣙌,15
𣙍,15
𣙎,15
𣙏,15
𣙐,15
𣙑,15
𣙒,16
𣙓,15
𣙔,15
𣙕,15
𣙖,15
𣙗,15
𣙘,15
𣙙,15
𣙚,15
𣙛,15
𣙜,15
𣙝,15
𣙞,15
𣙟,15
𣙠,15
𣙡,15
𣙢,15
𣙣,15
𣙤,15
𣙥,15
𣙦,15
𣙧,15
𣙨,15
𣙩,15
𣙪,15
𣙫,15
𣙬,15
𣙭,15
𣙮,15
𣙯,15
𣙰,15
𣙱,15
𣙲,15
𣙳,15
𣙴,15
𣙵,15
𣙶,15
𣙷,15
𣙸,15
𣙹,15
𣙺,15
𣙻,16
𣙼,16
𣙽,16
𣙾,16
𣙿,16
𣚀,16
𣚁,16
𣚂,16
𣚃,16
𣚄,16
𣚅,16
𣚆,16
𣚇,16
𣚈,16
𣚉,16
𣚊,16
𣚋,16
𣚌,16
𣚍,16
𣚎,16
𣚏,16
𣚐,16
𣚑,16
𣚒,16
𣚓,16
𣚔,16
𣚕,16
𣚖,16
𣚗,16
𣚘,16
𣚙,16
𣚚,16
𣚛,16
𣚜,16
𣚝,16
𣚞,16
𣚟,16
𣚠,16
𣚡,16
𣚢,16
𣚣,16
𣚤,16
𣚥,16
𣚦,16
𣚧,16
𣚨,16
𣚩,16
𣚪,16
𣚫,16
𣚬,16
𣚭,16
𣚮,16
𣚯,16
𣚰,16
𣚱,16
𣚲,16
𣚳,16
𣚴,16
𣚵,16
𣚶,16
𣚷,16
𣚸,16
𣚹,16
𣚺,16
𣚻,16
𣚼,16
𣚽,16
𣚾,16
𣚿,16
𣛀,16
𣛁,16
𣛂,16
𣛃,16
𣛄,16
𣛅,16
𣛆,16
𣛇,16
𣛈,16
𣛉,16
𣛊,16
𣛋,16
𣛌,16
𣛍,16
𣛎,16
𣛏,16
𣛐,16
𣛑,16
𣛒,16
𣛓,16
𣛔,16
𣛕,16
𣛖,16
𣛗,16
𣛘,16
𣛙,16
𣛚,16
𣛛,16
𣛜,16
𣛝,16
𣛞,16
𣛟,16
𣛠,16
𣛡,16
𣛢,16
𣛣,16
𣛤,16
𣛥,16
𣛦,16
𣛧,16
𣛨,16
𣛩,16
𣛪,16
𣛫,16
𣛬,16
𣛭,16
𣛮,16
𣛯,16
𣛰,17
𣛱,17
𣛲,17
𣛳,17
𣛴,17
𣛵,17
𣛶,17
𣛷,17
𣛸,17
𣛹,17
𣛺,17
𣛻,17
𣛼,17
𣛽,17
𣛾,17
𣛿,17
𣜀,17
𣜁,17
𣜂,17
𣜃,17
𣜄,17
𣜅,17
𣜆,17
𣜇,17
𣜈,17
𣜉,17
𣜊,17
𣜋,17
𣜌,17
𣜍,17
𣜎,17
𣜏,17
𣜐,17
𣜑,17
𣜒,17
𣜓,17
𣜔,17
𣜕,17
𣜖,17
𣜗,17
𣜘,17
𣜙,17
𣜚,17
𣜛,17
𣜜,17
𣜝,17
𣜞,17
𣜟,17
𣜠,17
𣜡,17
𣜢,16
𣜣,17
𣜤,17
𣜥,17
𣜦,17
𣜧,17
𣜨,17
𣜩,17
𣜪,17
𣜫,17
𣜬,17
𣜭,17
𣜮,17
𣜯,17
𣜰,17
𣜱,17
𣜲,17
𣜳,17
𣜴,17
𣜵,17
𣜶,17
𣜷,17
𣜸,17
𣜹,17
𣜺,17
𣜻,17
𣜼,17
𣜽,17
𣜾,17
𣜿,17
𣝀,17
𣝁,18
𣝂,18
𣝃,18
𣝄,18
𣝅,18
𣝆,18
𣝇,18
𣝈,18
𣝉,18
𣝊,18
𣝋,18
𣝌,18
𣝍,18
𣝎,18
𣝏,18
𣝐,18
𣝑,18
𣝒,18
𣝓,18
𣝔,18
𣝕,18
𣝖,18
𣝗,18
𣝘,18
𣝙,19
𣝚,18
𣝛,18
𣝜,18
𣝝,18
𣝞,18
𣝟,18
𣝠,18
𣝡,18
𣝢,18
𣝣,18
𣝤,18
𣝥,18
𣝦,18
𣝧,18
𣝨,18
𣝩,18
𣝪,18
𣝫,18
𣝬,18
𣝭,18
𣝮,18
𣝯,18
𣝰,18
𣝱,18
𣝲,18
𣝳,18
𣝴,18
𣝵,18
𣝶,18
𣝷,18
𣝸,18
𣝹,18
𣝺,18
𣝻,18
𣝼,18
𣝽,18
𣝾,18
𣝿,18
𣞀,18
𣞁,18
𣞂,18
𣞃,18
𣞄,18
𣞅,18
𣞆,18
𣞇,18
𣞈,18
𣞉,18
𣞊,18
𣞋,18
𣞌,18
𣞍,18
𣞎,18
𣞏,18
𣞐,19
𣞑,19
𣞒,19
𣞓,19
𣞔,19
𣞕,19
𣞖,19
𣞗,19
𣞘,19
𣞙,19
𣞚,19
𣞛,19
𣞜,19
𣞝,19
𣞞,19
𣞟,19
𣞠,19
𣞡,19
𣞢,19
𣞣,19
𣞤,19
𣞥,19
𣞦,19
𣞧,19
𣞨,19
𣞩,19
𣞪,19
𣞫,19
𣞬,19
𣞭,19
𣞮,19
𣞯,19
𣞰,19
𣞱,19
𣞲,19
𣞳,19
𣞴,19
𣞵,19
𣞶,19
𣞷,19
𣞸,19
𣞹,19
𣞺,19
𣞻,19
𣞼,19
𣞽,19
𣞾,19
𣞿,19
𣟀,19
𣟁,19
𣟂,19
𣟃,19
𣟄,20
𣟅,20
𣟆,20
𣟇,20
𣟈,20
𣟉,20
𣟊,20
𣟋,20
𣟌,20
𣟍,20
𣟎,20
𣟏,20
𣟐,20
𣟑,19
𣟒,20
𣟓,20
𣟔,20
𣟕,20
𣟖,20
𣟗,20
𣟘,20
𣟙,20
𣟚,20
𣟛,20
𣟜,20
𣟝,20
𣟞,20
𣟟,20
𣟠,20
𣟡,20
𣟢,20
𣟣,20
𣟤,20
𣟥,20
𣟦,20
𣟧,20
𣟨,20
𣟩,20
𣟪,20
𣟫,20
𣟬,20
𣟭,20
𣟮,20
𣟯,21
𣟰,21
𣟱,21
𣟲,21
𣟳,21
𣟴,21
𣟵,21
𣟶,21
𣟷,21
𣟸,21
𣟹,21
𣟺,21
𣟻,21
𣟼,21
𣟽,21
𣟾,21
𣟿,21
𣠀,21
𣠁,21
𣠂,22
𣠃,21
𣠄,21
𣠅,21
𣠆,21
𣠇,21
𣠈,21
𣠉,21
𣠊,21
𣠋,21
𣠌,21
𣠍,21
𣠎,21
𣠏,21
𣠐,21
𣠑,21
𣠒,21
𣠓,21
𣠔,21
𣠕,21
𣠖,21
𣠗,21
𣠘,21
𣠙,22
𣠚,22
𣠛,22
𣠜,22
𣠝,22
𣠞,22
𣠟,22
𣠠,22
𣠡,22
𣠢,22
𣠣,22
𣠤,22
𣠥,22
𣠦,22
𣠧,22
𣠨,22
𣠩,22
𣠪,22
𣠫,22
𣠬,22
𣠭,22
𣠮,22
𣠯,22
𣠰,22
𣠱,22
𣠲,22
𣠳,22
𣠴,22
𣠵,22
𣠶,22
𣠷,23
𣠸,23
𣠹,23
𣠺,23
𣠻,23
𣠼,23
𣠽,23
𣠾,23
𣠿,23
𣡀,23
𣡁,23
𣡂,23
𣡃,23
𣡄,23
𣡅,23
𣡆,23
𣡇,23
𣡈,23
𣡉,23
𣡊,23
𣡋,24
𣡌,24
𣡍,24
𣡎,24
𣡏,24
𣡐,24
𣡑,24
𣡒,24
𣡓,24
𣡔,24
𣡕,24
𣡖,24
𣡗,24
𣡘,24
𣡙,24
𣡚,24
𣡛,24
𣡜,24
𣡝,24
𣡞,25
𣡟,25
𣡠,25
𣡡,25
𣡢,25
𣡣,25
𣡤,25
𣡥,25
𣡦,25
𣡧,25
𣡨,25
𣡩,26
𣡪,26
𣡫,26
𣡬,26
𣡭,26
𣡮,25
𣡯,26
𣡰,26
𣡱,26
𣡲,27
𣡳,27
𣡴,27
𣡵,27
𣡶,28
𣡷,28
𣡸,28
𣡹,29
𣡺,30
𣡻,30
𣡼,31
𣡽,32
𣡾,32
𣡿,34
𣢀,6
𣢁,7
𣢂,7
𣢃,7
𣢄,7
𣢅,7
𣢆,7
𣢇,7
𣢈,7
𣢉,8
𣢊,8
𣢋,8
𣢌,8
𣢍,8
𣢎,8
𣢏,8
𣢐,8
𣢑,8
𣢒,8
𣢓,8
𣢔,8
𣢕,8
𣢖,8
𣢗,9
𣢘,9
𣢙,9
𣢚,9
𣢛,9
𣢜,9
𣢝,9
𣢞,9
𣢟,9
𣢠,9
𣢡,9
𣢢,9
𣢣,9
𣢤,9
𣢥,9
𣢦,9
𣢧,10
𣢨,10
𣢩,10
𣢪,10
𣢫,10
𣢬,10
𣢭,10
𣢮,10
𣢯,10
𣢰,10
𣢱,10
𣢲,10
𣢳,10
𣢴,10
𣢵,10
𣢶,10
𣢷,10
𣢸,10
𣢹,10
𣢺,11
𣢻,11
𣢼,11
𣢽,11
𣢾,11
𣢿,11
𣣀,11
𣣁,11
𣣂,11
𣣃,11
𣣄,11
𣣅,11
𣣆,11
𣣇,11
𣣈,12
𣣉,12
𣣊,12
𣣋,12
𣣌,12
𣣍,12
𣣎,12
𣣏,12
𣣐,12
𣣑,12
𣣒,12
𣣓,12
𣣔,12
𣣕,12
𣣖,12
𣣗,12
𣣘,12
𣣙,12
𣣚,12
𣣛,12
𣣜,12
𣣝,13
𣣞,13
𣣟,13
𣣠,13
𣣡,13
𣣢,13
𣣣,13
𣣤,13
𣣥,13
𣣦,13
𣣧,13
𣣨,13
𣣩,13
𣣪,13
𣣫,13
𣣬,13
𣣭,13
𣣮,13
𣣯,13
𣣰,13
𣣱,13
𣣲,14
𣣳,14
𣣴,14
𣣵,14
𣣶,14
𣣷,14
𣣸,14
𣣹,14
𣣺,14
𣣻,14
𣣼,14
𣣽,14
𣣾,14
𣣿,14
𣤀,14
𣤁,14
𣤂,14
𣤃,14
𣤄,14
𣤅,14
𣤆,14
𣤇,14
𣤈,15
𣤉,15
𣤊,15
𣤋,15
𣤌,15
𣤍,15
𣤎,15
𣤏,15
𣤐,15
𣤑,15
𣤒,15
𣤓,15
𣤔,15
𣤕,15
𣤖,15
𣤗,15
𣤘,16
𣤙,16
𣤚,16
𣤛,16
𣤜,16
𣤝,16
𣤞,16
𣤟,16
𣤠,17
𣤡,17
𣤢,17
𣤣,17
𣤤,17
𣤥,17
𣤦,17
𣤧,17
𣤨,18
𣤩,18
𣤪,18
𣤫,18
𣤬,19
𣤭,19
𣤮,19
𣤯,19
𣤰,19
𣤱,20
𣤲,20
𣤳,20
𣤴,21
𣤵,21
𣤶,22
𣤷,21
𣤸,21
𣤹,22
𣤺,22
𣤻,22
𣤼,22
𣤽,23
𣤾,24
𣤿,25
𣥀,25
𣥁,26
𣥂,4
𣥃,5
𣥄,5
𣥅,6
𣥆,6
𣥇,7
𣥈,7
𣥉,8
𣥊,7
𣥋,7
𣥌,7
𣥍,8
𣥎,8
𣥏,8
𣥐,8
𣥑,8
𣥒,8
𣥓,8
𣥔,8
𣥕,8
𣥖,8
𣥗,8
𣥘,8
𣥙,8
𣥚,8
𣥛,8
𣥜,8
𣥝,8
𣥞,8
𣥟,8
𣥠,8
𣥡,8
𣥢,9
𣥣,9
𣥤,9
𣥥,8
𣥦,10
𣥧,10
𣥨,10
𣥩,10
𣥪,10
𣥫,10
𣥬,10
𣥭,10
𣥮,10
𣥯,10
𣥰,10
𣥱,10
𣥲,10
𣥳,11
𣥴,11
𣥵,11
𣥶,11
𣥷,11
𣥸,11
𣥹,12
𣥺,12
𣥻,12
𣥼,12
𣥽,12
𣥾,12
𣥿,12
𣦀,12
𣦁,12
𣦂,12
𣦃,12
𣦄,12
𣦅,12
𣦆,12
𣦇,13
𣦈,13
𣦉,13
𣦊,13
𣦋,15
𣦌,13
𣦍,13
𣦎,13
𣦏,13
𣦐,14
𣦑,14
𣦒,14
𣦓,14
𣦔,15
𣦕,15
𣦖,15
𣦗,15
𣦘,15
𣦙,15
𣦚,15
𣦛,15
𣦜,16
𣦝,16
𣦞,16
𣦟,16
𣦠,16
𣦡,17
𣦢,17
𣦣,17
𣦤,17
𣦥,17
𣦦,18
𣦧,18
𣦨,18
𣦩,18
𣦪,18
𣦫,18
𣦬,19
𣦭,19
𣦮,21
𣦯,22
𣦰,22
𣦱,23
𣦲,23
𣦳,24
𣦴,24
𣦵,4
𣦶,4
𣦷,5
𣦸,6
𣦹,6
𣦺,6
𣦻,6
𣦼,6
𣦽,6
𣦾,6
𣦿,7
𣧀,7
𣧁,7
𣧂,7
𣧃,7
𣧄,7
𣧅,7
𣧆,7
𣧇,7
𣧈,7
𣧉,8
𣧊,8
𣧋,8
𣧌,8
𣧍,8
𣧎,8
𣧏,8
𣧐,8
𣧑,8
𣧒,8
𣧓,8
𣧔,8
𣧕,8
𣧖,8
𣧗,8
𣧘,8
𣧙,8
𣧚,8
𣧛,8
𣧜,8
𣧝,9
𣧞,9
𣧟,9
𣧠,9
𣧡,9
𣧢,9
𣧣,9
𣧤,9
𣧥,9
𣧦,9
𣧧,9
𣧨,9
𣧩,9
𣧪,9
𣧫,9
𣧬,9
𣧭,9
𣧮,9
𣧯,9
𣧰,9
𣧱,9
𣧲,10
𣧳,10
𣧴,10
𣧵,10
𣧶,10
𣧷,10
𣧸,10
𣧹,10
𣧺,10
𣧻,10
𣧼,10
𣧽,10
𣧾,10
𣧿,10
𣨀,10
𣨁,10
𣨂,10
𣨃,10
𣨄,10
𣨅,11
𣨆,11
𣨇,11
𣨈,11
𣨉,11
𣨊,11
𣨋,11
𣨌,11
𣨍,11
𣨎,11
𣨏,11
𣨐,11
𣨑,11
𣨒,11
𣨓,11
𣨔,11
𣨕,11
𣨖,12
𣨗,12
𣨘,12
𣨙,12
𣨚,12
𣨛,12
𣨜,12
𣨝,12
𣨞,12
𣨟,12
𣨠,12
𣨡,12
𣨢,12
𣨣,12
𣨤,12
𣨥,12
𣨦,12
𣨧,12
𣨨,12
𣨩,12
𣨪,12
𣨫,12
𣨬,12
𣨭,12
𣨮,12
𣨯,12
𣨰,12
𣨱,13
𣨲,13
𣨳,13
𣨴,13
𣨵,13
𣨶,13
𣨷,13
𣨸,13
𣨹,13
𣨺,13
𣨻,13
𣨼,13
𣨽,13
𣨾,13
𣨿,13
𣩀,13
𣩁,13
𣩂,13
𣩃,13
𣩄,14
𣩅,14
𣩆,14
𣩇,14
𣩈,14
𣩉,14
𣩊,14
𣩋,14
𣩌,14
𣩍,15
𣩎,15
𣩏,15
𣩐,15
𣩑,15
𣩒,15
𣩓,15
𣩔,15
𣩕,15
𣩖,15
𣩗,15
𣩘,15
𣩙,15
𣩚,15
𣩛,15
𣩜,15
𣩝,16
𣩞,16
𣩟,16
𣩠,16
𣩡,16
𣩢,16
𣩣,16
𣩤,16
𣩥,16
𣩦,16
𣩧,16
𣩨,17
𣩩,17
𣩪,17
𣩫,17
𣩬,17
𣩭,17
𣩮,17
𣩯,18
𣩰,18
𣩱,18
𣩲,18
𣩳,18
𣩴,18
𣩵,18
𣩶,18
𣩷,19
𣩸,19
𣩹,20
𣩺,20
𣩻,20
𣩼,21
𣩽,21
𣩾,22
𣩿,23
𣪀,23
𣪁,23
𣪂,8
𣪃,8
𣪄,8
𣪅,9
𣪆,9
𣪇,9
𣪈,10
𣪉,10
𣪊,10
𣪋,11
𣪌,11
𣪍,11
𣪎,11
𣪏,11
𣪐,11
𣪑,11
𣪒,11
𣪓,11
𣪔,11
𣪕,11
𣪖,11
𣪗,11
𣪘,11
𣪙,12
𣪚,12
𣪛,12
𣪜,12
𣪝,12
𣪞,12
𣪟,12
𣪠,13
𣪡,13
𣪢,13
𣪣,13
𣪤,13
𣪥,13
𣪦,13
𣪧,13
𣪨,13
𣪩,13
𣪪,13
𣪫,13
𣪬,13
𣪭,13
𣪮,14
𣪯,14
𣪰,14
𣪱,14
𣪲,14
𣪳,14
𣪴,14
𣪵,14
𣪶,15
𣪷,15
𣪸,15
𣪹,15
𣪺,15
𣪻,16
𣪼,16
𣪽,16
𣪾,16
𣪿,16
𣫀,16
𣫁,16
𣫂,16
𣫃,16
𣫄,16
𣫅,16
𣫆,16
𣫇,16
𣫈,16
𣫉,16
𣫊,16
𣫋,16
𣫌,17
𣫍,17
𣫎,17
𣫏,17
𣫐,18
𣫑,18
𣫒,18
𣫓,18
𣫔,18
𣫕,18
𣫖,18
𣫗,18
𣫘,19
𣫙,19
𣫚,19
𣫛,19
𣫜,19
𣫝,19
𣫞,20
𣫟,20
𣫠,21
𣫡,21
𣫢,23
𣫣,23
𣫤,23
𣫥,23
𣫦,24
𣫧,24
𣫨,24
𣫩,25
𣫪,27
𣫫,27
𣫬,4
𣫭,6
𣫮,7
𣫯,8
𣫰,8
𣫱,8
𣫲,8
𣫳,9
𣫴,10
𣫵,11
𣫶,11
𣫷,11
𣫸,11
𣫹,13
𣫺,14
𣫻,14
𣫼,14
𣫽,16
𣫾,16
𣫿,17
𣬀,19
𣬁,22
𣬂,7
𣬃,7
𣬄,8
𣬅,8
𣬆,8
𣬇,8
𣬈,10
𣬉,10
𣬊,10
𣬋,11
𣬌,11
𣬍,13
𣬎,14
𣬏,14
𣬐,14
𣬑,14
𣬒,15
𣬓,16
𣬔,16
𣬕,17
𣬖,19
𣬗,20
𣬘,20
𣬙,22
𣬚,27
𣬛,4
𣬜,6
𣬝,6
𣬞,6
𣬟,6
𣬠,6
𣬡,7
𣬢,7
𣬣,7
𣬤,7
𣬥,7
𣬦,7
𣬧,7
𣬨,7
𣬩,8
𣬪,8
𣬫,8
𣬬,8
𣬭,8
𣬮,8
𣬯,8
𣬰,8
𣬱,8
𣬲,8
𣬳,8
𣬴,8
𣬵,8
𣬶,8
𣬷,8
𣬸,9
𣬹,9
𣬺,9
𣬻,9
𣬼,9
𣬽,9
𣬾,9
𣬿,9
𣭀,9
𣭁,9
𣭂,9
𣭃,9
𣭄,9
𣭅,9
𣭆,9
𣭇,9
𣭈,9
𣭉,9
𣭊,9
𣭋,9
𣭌,9
𣭍,9
𣭎,9
𣭏,9
𣭐,9
𣭑,9
𣭒,9
𣭓,9
𣭔,9
𣭕,9
𣭖,9
𣭗,9
𣭘,9
𣭙,9
𣭚,9
𣭛,9
𣭜,10
𣭝,10
𣭞,10
𣭟,10
𣭠,10
𣭡,10
𣭢,10
𣭣,10
𣭤,10
𣭥,10
𣭦,10
𣭧,10
𣭨,10
𣭩,10
𣭪,10
𣭫,10
𣭬,10
𣭭,10
𣭮,10
𣭯,10
𣭰,10
𣭱,11
𣭲,11
𣭳,11
𣭴,11
𣭵,11
𣭶,11
𣭷,11
𣭸,11
𣭹,11
𣭺,11
𣭻,11
𣭼,11
𣭽,11
𣭾,11
𣭿,11
𣮀,11
𣮁,11
𣮂,11
𣮃,11
𣮄,11
𣮅,11
𣮆,11
𣮇,11
𣮈,12
𣮉,12
𣮊,12
𣮋,12
𣮌,12
𣮍,12
𣮎,12
𣮏,12
𣮐,12
𣮑,12
𣮒,12
𣮓,12
𣮔,12
𣮕,12
𣮖,12
𣮗,12
𣮘,12
𣮙,12
𣮚,12
𣮛,12
𣮜,12
𣮝,12
𣮞,12
𣮟,12
𣮠,12
𣮡,12
𣮢,12
𣮣,12
𣮤,12
𣮥,12
𣮦,12
𣮧,12
𣮨,13
𣮩,13
𣮪,13
𣮫,13
𣮬,13
𣮭,13
𣮮,13
𣮯,13
𣮰,13
𣮱,13
𣮲,13
𣮳,13
𣮴,13
𣮵,13
𣮶,13
𣮷,13
𣮸,13
𣮹,13
𣮺,13
𣮻,13
𣮼,13
𣮽,13
𣮾,13
𣮿,13
𣯀,13
𣯁,13
𣯂,13
𣯃,13
𣯄,13
𣯅,14
𣯆,14
𣯇,14
𣯈,14
𣯉,14
𣯊,14
𣯋,14
𣯌,14
𣯍,14
𣯎,14
𣯏,14
𣯐,14
𣯑,14
𣯒,14
𣯓,14
𣯔,14
𣯕,14
𣯖,14
𣯗,14
𣯘,14
𣯙,14
𣯚,14
𣯛,14
𣯜,14
𣯝,14
𣯞,14
𣯟,14
𣯠,14
𣯡,14
𣯢,14
𣯣,15
𣯤,15
𣯥,15
𣯦,15
𣯧,15
𣯨,15
𣯩,15
𣯪,15
𣯫,15
𣯬,15
𣯭,15
𣯮,15
𣯯,15
𣯰,15
𣯱,15
𣯲,15
𣯳,15
𣯴,15
𣯵,15
𣯶,15
𣯷,15
𣯸,16
𣯹,16
𣯺,16
𣯻,16
𣯼,16
𣯽,16
𣯾,16
𣯿,16
𣰀,16
𣰁,16
𣰂,16
𣰃,16
𣰄,16
𣰅,16
𣰆,16
𣰇,16
𣰈,16
𣰉,16
𣰊,17
𣰋,17
𣰌,17
𣰍,17
𣰎,17
𣰏,17
𣰐,17
𣰑,17
𣰒,17
𣰓,17
𣰔,17
𣰕,17
𣰖,17
𣰗,17
𣰘,17
𣰙,17
𣰚,18
𣰛,18
𣰜,18
𣰝,18
𣰞,18
𣰟,18
𣰠,18
𣰡,18
𣰢,18
𣰣,18
𣰤,18
𣰥,18
𣰦,18
𣰧,18
𣰨,18
𣰩,18
𣰪,18
𣰫,19
𣰬,19
𣰭,19
𣰮,19
𣰯,19
𣰰,19
𣰱,20
𣰲,20
𣰳,20
𣰴,20
𣰵,20
𣰶,21
𣰷,21
𣰸,21
𣰹,21
𣰺,21
𣰻,22
𣰼,22
𣰽,22
𣰾,22
𣰿,23
𣱀,23
𣱁,23
𣱂,26
𣱃,26
𣱄,28
𣱅,8
𣱆,8
𣱇,9
𣱈,9
𣱉,9
𣱊,9
𣱋,11
𣱌,11
𣱍,11
𣱎,11
𣱏,13
𣱐,14
𣱑,16
𣱒,17
𣱓,18
𣱔,18
𣱕,6
𣱖,6
𣱗,7
𣱘,7
𣱙,8
𣱚,8
𣱛,8
𣱜,9
𣱝,9
𣱞,9
𣱟,9
𣱠,9
𣱡,10
𣱢,12
𣱣,11
𣱤,12
𣱥,12
𣱦,13
𣱧,13
𣱨,13
𣱩,14
𣱪,15
𣱫,15
𣱬,17
𣱭,17
𣱮,18
𣱯,21
𣱰,21
𣱱,3
𣱲,4
𣱳,4
𣱴,4
𣱵,5
𣱶,5
𣱷,5
𣱸,5
𣱹,5
𣱺,5
𣱻,5
𣱼,5
𣱽,5
𣱾,5
𣱿,5
𣲀,6
𣲁,6
𣲂,6
𣲃,6
𣲄,6
𣲅,6
𣲆,6
𣲇,6
𣲈,6
𣲉,6
𣲊,6
𣲋,6
𣲌,6
𣲍,6
𣲎,7
𣲏,7
𣲐,7
𣲑,7
𣲒,7
𣲓,7
𣲔,7
𣲕,7
𣲖,7
𣲗,7
𣲘,7
𣲙,7
𣲚,7
𣲛,7
𣲜,7
𣲝,7
𣲞,7
𣲟,7
𣲠,7
𣲡,7
𣲢,7
𣲣,7
𣲤,7
𣲥,7
𣲦,7
𣲧,7
𣲨,7
𣲩,7
𣲪,7
𣲫,7
𣲬,7
𣲭,7
𣲮,7
𣲯,7
𣲰,7
𣲱,7
𣲲,8
𣲳,8
𣲴,8
𣲵,8
𣲶,8
𣲷,8
𣲸,8
𣲹,8
𣲺,8
𣲻,8
𣲼,8
𣲽,8
𣲾,8
𣲿,8
𣳀,8
𣳁,8
𣳂,8
𣳃,8
𣳄,8
𣳅,8
𣳆,8
𣳇,8
𣳈,8
𣳉,8
𣳊,8
𣳋,8
𣳌,8
𣳍,8
𣳎,8
𣳏,8
𣳐,8
𣳑,8
𣳒,8
𣳓,8
𣳔,8
𣳕,8
𣳖,8
𣳗,8
𣳘,8
𣳙,8
𣳚,8
𣳛,8
𣳜,8
𣳝,8
𣳞,8
𣳟,8
𣳠,8
𣳡,8
𣳢,8
𣳣,8
𣳤,9
𣳥,9
𣳦,9
𣳧,9
𣳨,9
𣳩,9
𣳪,9
𣳫,9
𣳬,9
𣳭,9
𣳮,9
𣳯,9
𣳰,9
𣳱,9
𣳲,9
𣳳,9
𣳴,9
𣳵,9
𣳶,9
𣳷,9
𣳸,9
𣳹,9
𣳺,9
𣳻,9
𣳼,9
𣳽,9
𣳾,9
𣳿,9
𣴀,9
𣴁,9
𣴂,9
𣴃,9
𣴄,9
𣴅,9
𣴆,9
𣴇,9
𣴈,9
𣴉,9
𣴊,9
𣴋,9
𣴌,9
𣴍,9
𣴎,9
𣴏,9
𣴐,9
𣴑,9
𣴒,9
𣴓,9
𣴔,9
𣴕,9
𣴖,9
𣴗,9
𣴘,9
𣴙,9
𣴚,9
𣴛,9
𣴜,9
𣴝,9
𣴞,10
𣴟,10
𣴠,10
𣴡,10
𣴢,10
𣴣,10
𣴤,10
𣴥,10
𣴦,10
𣴧,10
𣴨,10
𣴩,10
𣴪,10
𣴫,10
𣴬,10
𣴭,10
𣴮,10
𣴯,10
𣴰,10
𣴱,10
𣴲,10
𣴳,10
𣴴,10
𣴵,10
𣴶,10
𣴷,10
𣴸,10
𣴹,10
𣴺,10
𣴻,10
𣴼,10
𣴽,10
𣴾,10
𣴿,10
𣵀,10
𣵁,10
𣵂,10
𣵃,10
𣵄,10
𣵅,10
𣵆,10
𣵇,10
𣵈,10
𣵉,10
𣵊,10
𣵋,10
𣵌,10
𣵍,10
𣵎,10
𣵏,10
𣵐,10
𣵑,10
𣵒,10
𣵓,10
𣵔,10
𣵕,10
𣵖,10
𣵗,10
𣵘,10
𣵙,10
𣵚,10
𣵛,10
𣵜,10
𣵝,10
𣵞,10
𣵟,10
𣵠,10
𣵡,10
𣵢,10
𣵣,10
𣵤,10
𣵥,10
𣵦,10
𣵧,10
𣵨,10
𣵩,10
𣵪,10
𣵫,10
𣵬,10
𣵭,10
𣵮,10
𣵯,10
𣵰,10
𣵱,10
𣵲,10
𣵳,10
𣵴,10
𣵵,10
𣵶,10
𣵷,11
𣵸,11
𣵹,11
𣵺,11
𣵻,11
𣵼,11
𣵽,11
𣵾,11
𣵿,11
𣶀,11
𣶁,11
𣶂,11
𣶃,11
𣶄,11
𣶅,11
𣶆,11
𣶇,11
𣶈,11
𣶉,11
𣶊,11
𣶋,11
𣶌,11
𣶍,11
𣶎,11
𣶏,11
𣶐,11
𣶑,11
𣶒,11
𣶓,11
𣶔,11
𣶕,11
𣶖,11
𣶗,11
𣶘,11
𣶙,11
𣶚,11
𣶛,11
𣶜,11
𣶝,11
𣶞,11
